github_url,repo_name,mentions,n_unq_authors,n_unq_first_authors,arxiv_ids,citation_count,nasa_ack_mentions,unq_keywords
github.com/oorb/oorb,oorb,2,6,2,['arXiv:1607.08162'],25,2,"['Astrophysics - Earth and Planetary Astrophysics' 'ISM: general'
 'comets: general' 'methods: observational' 'planetary systems']"
github.com/oscaribv/exotrending,exotrending,1,45,1,['arXiv:1706.02532'],20,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'HD 3167c'
 'planets and satellites: detection'
 'planets and satellites: individual: HD 3167b'
 'stars: fundamental parameters' 'stars: individual: HD 3167']"
github.com/ossos/liborbfit,liborbfit,3,94,3,"['arXiv:1805.05355', 'arXiv:1809.08501', 'arXiv:1810.10084']",12,2,"['2013 UH15' '2016 QU89' 'Astrophysics - Earth and Planetary Astrophysics'
 'Kuiper belt objects: individual: 2016 QV89'
 'Kuiper belt objects: individual:: 2015 BP519'
 'planets and satellites: dynamical evolution and stability']"
github.com/ossos/surveysimulator,surveysimulator,6,63,4,"['arXiv:1803.07521', 'arXiv:1802.00460', 'arXiv:1808.02618', 'arXiv:1805.11740', 'arXiv:1511.02895', 'arXiv:1604.08177']",104,3,"['Astrophysics - Earth and Planetary Astrophysics' 'Dynamical Models'
 'Kuiper Belt' 'Kuiper Belt: general' 'Kuiper belt: general'
 'Numerical methods' 'Survey biases' 'Trans-neptunian objects'
 'celestial mechanics' 'observational surveys' 'statistics' 'surveys']"
github.com/owertz/pyspt,pyspt,3,19,3,"['arXiv:1801.04151', 'arXiv:1803.09746', 'arXiv:1805.07359']",12,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Gravitational lensing' 'Image simulations' 'Software'
 'cosmological parameters' 'gravitational lensing: strong']"
github.com/oxes/k2sc,k2sc,5,49,5,"['arXiv:1804.07380', 'arXiv:1603.09167', 'arXiv:1606.01264', 'arXiv:1708.07462', 'arXiv:1703.07416']",186,5,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'asteroseismology'
 'brown dwarfs' 'methods: data analysis'
 'open clusters and associations: individual: Pleiades'
 'planetary systems' 'planets and satellites: formation'
 'planets and satellites: fundamental parameters' 'protoplanetary disks'
 'stars: early type' 'stars: fundamental parameters' 'stars: late-type'
 'stars: low-mass' 'stars: rotation' 'stars: variables: general'
 'techniques: photometric' 'techniques: spectroscopic']"
github.com/parkus/flaiil,flaiil,2,20,2,"['arXiv:1810.03277', 'arXiv:1809.07322']",15,1,"['Astrophysics - Solar and Stellar Astrophysics'
 'planets and satellites: atmospheres' 'stars: activity'
 'stars: evolution' 'stars: flare' 'stars: late-type' 'stars: low-mass'
 'ultraviolet: stars']"
github.com/parkus/scicatalog,scicatalog,2,14,1,"['arXiv:1604.01032', 'arXiv:1604.04651']",62,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Solar and Stellar Astrophysics' 'ISM: clouds'
 'ISM: jets and outflows' 'stars: formation' 'stars: low-mass']"
github.com/paulhancock/aegean,aegean,7,77,7,"['arXiv:1604.04447', 'arXiv:1606.01761', 'arXiv:1707.02985', 'arXiv:1903.03226', 'arXiv:1707.03517', 'arXiv:1701.02771']",44,3,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'ISM: individual objects: DEM S5' 'ISM: supernova remnants'
 'Magellanic Clouds' 'X-rays: galaxies: clusters' 'catalogs'
 'galaxies: active' 'galaxies: clusters: intracluster medium'
 'galaxies: groups: individual: NGC 741' 'galaxies: interactions'
 'instrumentation: interferometers' 'radiation mechanisms: general'
 'radio continuum: ISM' 'radio continuum: galaxies'
 'radio continuum: general']"
github.com/paulmcmillan-astro/galpot,galpot,3,100,3,"['arXiv:1608.00971', 'arXiv:1804.10196', 'arXiv:1801.03097']",244,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Galaxy: fundamental parameters' 'Galaxy: halo'
 'Galaxy: kinematics and dynamics' 'Galaxy: structure' 'Local Group'
 'methods: statistical']"
github.com/pavesiriccardo/mf3d,mf3d,2,33,2,['arXiv:1808.04372'],16,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics' 'galaxies: ISM'
 'galaxies: clusters: general' 'galaxies: evolution' 'galaxies: formation'
 'galaxies: high-redshift' 'galaxies: starburst' 'radio lines: galaxies'
 'surveys']"
github.com/payeldas/made,made,0,0,0,[],0.0,0.0,[]
github.com/pcubillos/apjtemplate,apjtemplate,2,3,1,"['arXiv:1901.03764', 'arXiv:1710.02556']",2,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'atomic data' 'methods: analytical' 'methods: numerical'
 'planets and satellites: atmospheres'
 'planets and satellites: composition' 'radiative transfer']"
github.com/pcubillos/kilpatricketal2018_wasp63b,kilpatricketal2018_wasp63b,1,24,1,['arXiv:1704.07421'],5,1,"['Astrophysics - Earth and Planetary Astrophysics' 'atmospheric effects'
 'planets and satellites: atmospheres'
 'planets and satellites: individual: WASP-63b'
 'techniques: spectroscopic']"
github.com/pcubillos/mccubed,mccubed,5,17,3,"['arXiv:1610.01336', 'arXiv:1604.01320', 'arXiv:1803.06678', 'arXiv:1604.02692']",37,2,"['Astrophysics - Earth and Planetary Astrophysics' 'methods: numerical'
 'methods: statistical' 'planets and satellites: atmospheres'
 'planets and satellites: composition'
 'planets and satellites: fundamental parameters'
 'planets and satellites: gaseous planets'
 'planets and satellites: individual: HD 189733b'
 'techniques: photometric']"
github.com/pcubillos/rate,rate,1,3,1,['arXiv:1901.03764'],0,1,"['Astrophysics - Earth and Planetary Astrophysics' 'methods: analytical'
 'planets and satellites: atmospheres'
 'planets and satellites: composition']"
github.com/pdh21/nmf_software,nmf_software,1,5,1,['arXiv:1310.0723'],1,1,"['Astrophysics - Cosmology and Nongalactic Astrophysics'
 'galaxies: star formation' 'galaxies: statistics' 'infrared: galaxies']"
github.com/pearsonkyle/signal-alignment,signal-alignment,2,15,2,['arXiv:1811.02060'],0,0,"['Astrophysics - Earth and Planetary Astrophysics' 'methods: analytical'
 'methods: data analysis' 'methods: observational'
 'planets and satellites: atmospheres'
 'planets and satellites: individual: XO-2b' 'techniques: spectroscopic']"
github.com/petigura/k2phot,k2phot,14,140,10,"['arXiv:1711.06377', 'arXiv:1702.00013', 'arXiv:1803.05056', 'arXiv:1701.03811', 'arXiv:1801.03874', 'arXiv:1709.10398', 'arXiv:1901.05855', 'arXiv:1902.02789', 'arXiv:1803.02858', 'arXiv:1710.09909', 'arXiv:1806.03127', 'arXiv:1803.04091', 'arXiv:1810.04074']",136,13,"['Abundances: [Fe/H]' 'Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'Effective temperatures'
 'Exoplanets' 'HD 286123' 'K2-136A c' 'K2-136AB' 'K2-288Bb' 'Spectroscopy'
 'Stars: diameters' 'Stars: double and multiple' 'Stars: masses'
 'binaries: close' 'eclipses' 'methods: data analysis' 'planetary systems'
 'planets and satellites: composition' 'planets and satellites: detection'
 'planets and satellites: dynamical evolution and stability'
 'planets and satellites: formation'
 'planets and satellites: fundamental parameters'
 'planets and satellites: gaseous planets'
 'planets and satellites: individual: EPIC210693462Bb'
 'planets and satellites: interiors'
 'planets and satellites: physical evolution'
 'planets and satellites: terrestrial planets' 'stars: Population II'
 'stars: abundances' 'stars: activity' 'stars: fundamental parameters'
 'stars: individual: EPIC 247589423AB' 'stars: individual: EPIC 249622103'
 'stars: individual: HD 106315' 'stars: individual: HD 89345'
 'stars: individual: K2-138' 'stars: low-mass' 'stars: rotation' 'surveys'
 'techniques: photometric' 'techniques: spectroscopic']"
github.com/petigura/specmatch-syn,specmatch-syn,3,76,2,"['arXiv:1810.02341', 'arXiv:1703.10400', 'arXiv:1711.06377']",102,3,"['Astrophysics - Earth and Planetary Astrophysics'
 'binaries: spectroscopic' 'catalogs' 'planetary systems'
 'planets and satellites: detection'
 'planets and satellites: fundamental parameters' 'stars: abundances'
 'stars: fundamental parameters'
 'stars: individual (TIC 290131778-TOI 123-HD 202772'
 'techniques: radial velocities' 'techniques: spectroscopic']"
github.com/petigura/terra,terra,11,118,8,"['arXiv:1803.05056', 'arXiv:1701.03811', 'arXiv:1801.03874', 'arXiv:1709.10398', 'arXiv:1901.05855', 'arXiv:1902.02789', 'arXiv:1803.02858', 'arXiv:1711.06377', 'arXiv:1806.03127', 'arXiv:1803.04091', 'arXiv:1810.04074']",107,11,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'HD 286123' 'K2-136A c'
 'K2-136AB' 'K2-288Bb' 'binaries: close' 'eclipses'
 'methods: data analysis' 'planetary systems'
 'planets and satellites: detection'
 'planets and satellites: fundamental parameters'
 'planets and satellites: gaseous planets'
 'planets and satellites: individual: EPIC210693462Bb'
 'planets and satellites: physical evolution'
 'planets and satellites: terrestrial planets' 'stars: abundances'
 'stars: fundamental parameters' 'stars: individual: EPIC 247589423AB'
 'stars: individual: EPIC 249622103' 'stars: individual: HD 106315'
 'stars: individual: HD 89345' 'stars: individual: K2-138'
 'techniques: photometric' 'techniques: spectroscopic']"
github.com/pexpect/pexpect,pexpect,1,2,1,['arXiv:1505.08123'],6,1,"['Astrophysics - Instrumentation and Methods for Astrophysics'
 'Methods: data analysis' 'Techniques: interferometric']"
github.com/pgrete/athena-cversion,athena-cversion,1,3,1,['arXiv:1803.05481'],1,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Solar and Stellar Astrophysics'
 'Physics - Fluid Dynamics' 'Physics - Plasma Physics'
 'magnetohydrodynamics: MHD' 'methods: numerical' 'turbulence']"
github.com/pgromano/pinky,pinky,1,10,1,['arXiv:1712.04042'],45,1,"['Astrophysics - Earth and Planetary Astrophysics' 'methods: statistical'
 'planets and satellites: formation' 'planets and satellites: general'
 'stars: abundances' 'stars: fundamental parameters'
 'techniques: spectroscopic']"
github.com/phayne/heat1d,heat1d,1,11,1,['arXiv:1711.00977'],9,0,"['Astrophysics - Earth and Planetary Astrophysics' 'Diviner' 'Moon'
 'impacts' 'lunar' 'regolith' 'thermal']"
github.com/phil-mansfield/shellfish,shellfish,2,3,1,"['arXiv:1612.01531', 'arXiv:1902.00030']",27,1,"['Astrophysics - Cosmology and Nongalactic Astrophysics'
 'cosmology: theory' 'dark matter' 'large-scale structure of universe'
 'methods: numerical']"
github.com/phillippro/agatha,agatha,4,67,3,"['arXiv:1807.02483', 'arXiv:1811.05955', 'arXiv:1708.02051', 'arXiv:1705.03089']",43,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'CoRoT-7' 'HD 41248'
 'Statistics - Applications' 'methods: data analysis' 'methods: numerical'
 'methods: statistical' 'stars: individual: HD 10700'
 'stars: individual: HD 177565' 'techniques: radial velocities']"
github.com/phn/pytpm,pytpm,1,140,1,['arXiv:1801.02634'],376,1,"['Astrophysics - Instrumentation and Methods for Astrophysics'
 'methods: data analysis' 'methods: miscellaneous' 'methods: statistical'
 'reference systems']"
github.com/pigimonaco/pinocchio,pinocchio,2,22,2,"['arXiv:1806.09497', 'arXiv:1806.09499']",18,2,"['Astrophysics - Cosmology and Nongalactic Astrophysics'
 'cosmological parameters' 'large-scale structure of Universe'
 'methods: data analysis' 'methods: numerical']"
github.com/pkgw/mcmc-reporting,mcmc-reporting,1,18,1,['arXiv:1612.02881'],31,1,"['Astrophysics - Solar and Stellar Astrophysics' 'brown dwarfs'
 'mass function' 'methods: data analysis'
 'open clusters and associations: individual: TW Hya'
 'stars: kinematics and dynamics' 'stars: low-mass'
 'stars: luminosity function']"
github.com/pkgw/pwkit,pwkit,12,119,7,"['arXiv:1710.05457', 'arXiv:1806.08017', 'arXiv:1608.04390', 'arXiv:1511.09097', 'arXiv:1707.01937', 'arXiv:1510.01226', 'arXiv:1710.07289', 'arXiv:1901.10479', 'arXiv:1705.08455', 'arXiv:1605.06516', 'arXiv:1703.07816', 'arXiv:1701.01735']",362,9,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Solar and Stellar Astrophysics' 'Galaxy: center'
 'ISM: molecules' 'accretion' 'accretion disks' 'asteroseismology'
 'astrochemistry' 'black hole physics' 'brown dwarfs' 'galaxies: active'
 'galaxies: jets' 'galaxies: nuclei' 'gamma-ray burst: general'
 'gamma-ray burst: individual: GRB 160625B'
 'gamma-ray burst: individual: GRB 161219B' 'gravitational waves'
 'planetary systems' 'planets and satellites: composition'
 'protoplanetary disks' 'radiation mechanisms: non-thermal'
 'radio continuum: galaxies' 'radio continuum: stars' 'radio lines: ISM'
 'relativistic processes' 'scattering'
 'stars: individual: KOI-273 &amp; KIC 3102384'
 'stars: individual: WISEP J112254.73+255021.5'
 'techniques: radial velocities']"
github.com/pkgw/pwpy,pwpy,1,3,1,['arXiv:1310.6757'],52,1,"['Astrophysics - Solar and Stellar Astrophysics' 'X-rays: stars'
 'brown dwarfs' 'radio continuum: stars' 'stars: activity'
 'stars: coronae']"
github.com/pmelchior/skymapper,skymapper,3,147,3,"['arXiv:1708.01538', 'arXiv:1806.06860', 'arXiv:1708.01534']",168,2,"['Astrophysics - Cosmology and Nongalactic Astrophysics'
 'cosmological parameters' 'cosmology: observations'
 'galaxies: statistics' 'gravitational lensing: weak']"
github.com/pqrs6/clee-fast,clee-fast,1,20,1,['arXiv:1801.01481'],5,1,"['Astrophysics - Cosmology and Nongalactic Astrophysics'
 'cosmic background radiation' 'cosmological parameters' 'early universe'
 'gravitational waves' 'inflation']"
github.com/profxj/xidl,xidl,4,35,4,"['arXiv:1810.11925', 'arXiv:1802.10165', 'arXiv:1805.03206']",15,3,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Instrumentation and Methods for Astrophysics' 'accretion'
 'accretion disks' 'cosmology: observations' 'early universe'
 'galaxies: ISM' 'galaxies: abundances' 'galaxies: active'
 'galaxies: high-redshift' 'galaxies: individual: NGC 4013'
 'intergalactic medium' 'quasars: absorption lines' 'quasars: general'
 'quasars: individual: J0038─1527']"
github.com/ptorrey/sunpy,sunpy,3,29,3,"['arXiv:1707.02021', 'arXiv:1809.02136', 'arXiv:1504.00362']",192,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Data access methods' 'Data management systems' 'Galaxies: evolution'
 'Galaxies: formation' 'Methods: data analysis' 'Methods: numerical'
 'galaxies: formation' 'galaxies: statistics' 'methods: data analysis'
 'methods: numerical']"
github.com/ptorrey/torrey_cmf,torrey_cmf,2,10,2,"['arXiv:1712.03959', 'arXiv:1606.07271']",18,2,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'galaxies: abundances' 'galaxies: evolution' 'galaxies: formation'
 'galaxies: high-redshift' 'galaxies: star formation'
 'galaxies: statistics']"
github.com/pw31/ggchem,ggchem,0,0,0,[],0.0,0.0,[]
github.com/pybind/pybind11,pybind11,10,65,10,"['arXiv:1804.04670', 'arXiv:1812.08729', 'arXiv:1710.08826', 'arXiv:1810.07591', 'arXiv:1811.10753', 'arXiv:1811.09819', 'arXiv:1904.00031', 'arXiv:1901.04956', 'arXiv:1807.05252', 'arXiv:1807.01368']",0,1,"['Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Computer Science - Computation and Language'
 'Computer Science - Mathematical Software'
 'Computer Science - Programming Languages' 'Computer Science - Robotics'
 'Condensed Matter - Disordered Systems and Neural Networks'
 'Condensed Matter - Materials Science'
 'Condensed Matter - Strongly Correlated Electrons'
 'General Relativity and Quantum Cosmology'
 'High Energy Physics - Experiment' 'Physics - Chemical Physics'
 'Physics - Computational Physics' 'Physics - Data Analysis'
 'Physics - Optics' 'Quantum Physics' 'Statistics and Probability'
 'accretion' 'accretion disks' 'gravitation'
 'gravitational lensing: strong' 'methods: numerical' 'polarization'
 'radiative transfer']"
github.com/pydl/asda,asda,1,3,1,['arXiv:1804.02931'],0,1,"['Astrophysics - Solar and Stellar Astrophysics' 'Sun: activity'
 'Sun: photosphere']"
github.com/pydl/pyflct,pyflct,1,3,1,['arXiv:1804.02931'],0,1,"['Astrophysics - Solar and Stellar Astrophysics' 'Sun: activity'
 'Sun: photosphere']"
github.com/pyigm/pyigm,pyigm,6,41,6,"['arXiv:1809.09777', 'arXiv:1709.04962', 'arXiv:1702.02618', 'arXiv:1903.06186', 'arXiv:1805.03206', 'arXiv:1811.10654']",104,4,"['Astrophysics - Astrophysics of Galaxies' 'accretion' 'accretion disks'
 'cosmology: observations' 'galaxies: abundances' 'galaxies: active'
 'galaxies: evolution' 'galaxies: formation' 'galaxies: halos'
 'intergalactic medium' 'quasars: absorption lines' 'quasars: general'
 'techniques: spectroscopic']"
github.com/pymc-devs/pymc,pymc,9,29,8,"['arXiv:1511.01318', 'arXiv:1512.01861', 'arXiv:1604.08676', 'arXiv:1311.1583', 'arXiv:1402.4408', 'arXiv:1806.02401', 'arXiv:1411.6334']",116,1,"['98.80.-k' '98.80.Es' 'Astronomical data reduction'
 'Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Atmospheric spectroscopy' 'Cosmology' 'EChO space-mission' 'EChOSim'
 'Earthquake source observation' 'Inverse theory' 'Nuclear Experiment'
 'Observational cosmology' 'Physics - Instrumentation and Detectors'
 'Satellite Geodesy' 'Statistics - Computation' 'Statistics - Methodology'
 'Statistics - Other Statistics' 'Time resolved spectroscopy'
 'distance scale' 'galaxies: evolution' 'gravitational lensing: strong'
 'methods: data analysis' 'quasars: emission lines' 'supernovae: general']"
github.com/pynbody/pynbody,pynbody,18,68,12,"['arXiv:1410.4339', 'arXiv:1405.2625', 'arXiv:1402.2702', 'arXiv:1502.06371', 'arXiv:1712.00882', 'arXiv:1508.04143', 'arXiv:1410.6818', 'arXiv:1610.01155', 'arXiv:1405.7459', 'arXiv:1605.02881', 'arXiv:1607.03127', 'arXiv:1610.05842', 'arXiv:1601.05821', 'arXiv:1409.1929', 'arXiv:1402.0512', 'arXiv:1609.09499']",559,8,"['(cosmology:) cosmological parameters' '(cosmology:) dark matter'
 '(galaxies:) Local Group' 'Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics' 'D.1.3'
 'High Energy Physics - Phenomenology' 'ISM: bubbles' 'ISM: structure'
 'J.2' 'Local Group' 'binaries: general' 'black hole physics'
 'computational cosmology' 'cosmological parameters' 'dark ages'
 'dark matter' 'galaxies: ISM' 'galaxies: bulges' 'galaxies: dwarf'
 'galaxies: evolution' 'galaxies: formation' 'galaxies: groups: general'
 'galaxies: haloes' 'galaxies: high-redshift' 'galaxies: interactions'
 'galaxies: irregular' 'galaxies: kinematics'
 'galaxies: kinematics and dynamics' 'galaxies: nuclei' 'galaxies: spiral'
 'galaxies: star formation' 'galaxies: structure'
 'gamma-rays: diffuse background' 'hydrodynamics' 'methods: numerical'
 'methods: numerical- galaxies: bulges' 'performance analysis'
 'protoplanetary discs' 'reionization' 'scalability' 'turbulence']"
github.com/pypit/cos_redux,cos_redux,1,5,1,['arXiv:1809.09777'],2,1,"['Astrophysics - Astrophysics of Galaxies' 'galaxies: formation'
 'galaxies: halos' 'intergalactic medium' 'quasars: absorption lines']"
github.com/pypit/pypit,pypit,4,7,2,"['arXiv:1806.05691', 'arXiv:1708.01260', 'arXiv:1807.04289']",16,2,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics' 'dark ages'
 'first stars' 'galaxies: abundances' 'galaxies: dwarf'
 'galaxies: evolution' 'intergalactic medium' 'quasars: absorption lines'
 'quasars: emission lines' 'quasars: supermassive black holes'
 'reionization']"
github.com/pyspeckit/pyspeckit,pyspeckit,3,32,3,"['arXiv:1807.05922', 'arXiv:1711.01794', 'arXiv:1809.06866']",4,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics'
 'Galaxy: kinematics and dynamics' 'H ii regions'
 'ISM: individual objects: Barnard 59' 'ISM: kinematics and dynamics'
 'ISM: molecules' 'ISM: structure' 'galaxies: distances and redshifts'
 'methods: data analysis'
 'open clusters and associations: individual (Westerlund_2)'
 'radio lines: ISM' 'stars: early-type' 'stars: formation'
 'techniques: imaging spectroscopy' 'techniques: radial velocities'
 'techniques: spectroscopic']"
github.com/qian-yang/skewt-qso,skewt-qso,1,11,1,['arXiv:1710.09155'],6,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics' 'catalogs'
 'cosmology: observations' 'galaxies: distances and redshifts'
 'methods: statistical' 'quasars: general']"
github.com/qiqi/lssode,lssode,0,0,0,[],0.0,0.0,[]
github.com/radio-astro-tools/casa-python,casa-python,1,2,1,['arXiv:1505.08123'],6,1,"['Astrophysics - Instrumentation and Methods for Astrophysics'
 'Methods: data analysis' 'Techniques: interferometric']"
github.com/radio-astro-tools/spectral-cube,spectral-cube,3,31,1,"['arXiv:1804.10622', 'arXiv:1901.04489', 'arXiv:1801.04941']",29,1,"['Astrophysics - Astrophysics of Galaxies' 'H ii regions'
 'ISM: individual objects: Source I' 'ISM: jets and outflows'
 'ISM: molecules' 'accretion' 'accretion disks' 'astrochemistry'
 'galaxies: star formation' 'protoplanetary disks' 'stars: formation'
 'stars: massive' 'stars: protostars']"
github.com/rainwoodman/fastpm,fastpm,4,13,4,"['arXiv:1603.00476', 'arXiv:1704.06634', 'arXiv:1903.09049', 'arXiv:1805.02247']",71,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'cosmology: theory' 'dark matter' 'galaxies: haloes'
 'large-scale structure of Universe' 'methods: numerical']"
github.com/rainwoodman/mp-gadget,mp-gadget,0,0,0,[],0.0,0.0,[]
github.com/rainwoodman/python-mpi-bcast,python-mpi-bcast,1,7,1,['arXiv:1712.05834'],21,0,"['Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'large-scale structure of universe' 'methods: data analysis'
 'methods: numerical']"
github.com/rainwoodman/runtests,runtests,1,7,1,['arXiv:1712.05834'],21,0,"['Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'large-scale structure of universe' 'methods: data analysis'
 'methods: numerical']"
github.com/rameyer/quicfit,quicfit,1,4,1,['arXiv:1807.07899'],2,1,"['Astrophysics - Astrophysics of Galaxies' 'dark ages' 'first stars'
 'galaxies: evolution' 'galaxies: high-redshift' 'intergalactic medium'
 'quasars: absorption lines' 'reionization']"
github.com/rcooke-ast/alis,alis,5,8,2,"['arXiv:1708.01260', 'arXiv:1710.11129', 'arXiv:1607.03900', 'arXiv:1807.04289']",95,4,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics' 'Nuclear Theory'
 'cosmology: observations' 'cosmology: theory' 'galaxies: abundances'
 'galaxies: dwarf' 'galaxies: evolution' 'primordial nucleosynthesis'
 'quasars: absorption lines' 'quasars: individual: J1358+0349'
 'quasars: individual: Q1243+307']"
github.com/remcovandenbosch/black-hole-mass-compilation,black-hole-mass-compilation,1,1,1,['arXiv:1606.01246'],63,1,"['Astrophysics - Astrophysics of Galaxies' 'catalogs' 'galaxies: bulges'
 'galaxies: fundamental parameters' 'galaxies: kinematics and dynamics'
 'gravitation' 'quasars: supermassive black holes']"
github.com/revoltek/losoto,losoto,0,0,0,[],0.0,0.0,[]
github.com/richardjcool/hsred,hsred,2,21,2,"['arXiv:1801.01245', 'arXiv:1805.08767']",3,2,"['Astrophysics - Astrophysics of Galaxies' 'galaxies: active'
 'galaxies: distances and redshifts' 'galaxies: high-redshift'
 'intergalactic medium' 'quasars: emission lines' 'quasars: general'
 'surveys']"
github.com/richteague/eddy,eddy,2,26,2,"['arXiv:1810.04961', 'arXiv:1902.07639']",7,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'ISM: kinematics and dynamics' 'circumstellar matter'
 'planet-disk interactions' 'protoplanetary disks']"
github.com/rmgarnett/gp_dla_detection,gp_dla_detection,2,4,2,"['arXiv:1605.04460', 'arXiv:1610.01165']",22,2,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Physics - Data Analysis' 'Quasars: absorption lines'
 'Statistics and Probability' 'galaxies: statistics'
 'intergalactic medium' 'methods: statistical' 'quasars: absorption lines']"
github.com/rmjarvis/treecorr,treecorr,14,274,11,"['arXiv:1708.01536', 'arXiv:1706.09416', 'arXiv:1507.05598', 'arXiv:1708.01537', 'arXiv:1611.10326', 'arXiv:1811.02518', 'arXiv:1810.02441', 'arXiv:1810.02342', 'arXiv:1810.02212', 'arXiv:1708.01538', 'arXiv:1901.09925', 'arXiv:1901.03686', 'arXiv:1810.02322', 'arXiv:1811.06989']",324,4,"['Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'asteroseismology'
 'catalogs' 'parallaxes' 'stars: distances']"
github.com/rmroettenbacher/sauces,sauces,1,2,1,['arXiv:1810.04762'],3,1,"['Astrophysics - Solar and Stellar Astrophysics' 'stars: activity'
 'stars: flare' 'stars: variables: general' 'starspots']"
github.com/rnikutta/ndiminterpolation,ndiminterpolation,1,3,1,['arXiv:1802.08364'],18,0,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - High Energy Astrophysical Phenomena' 'galaxies: ISM'
 'galaxies: Seyfert' 'galaxies: active' 'galaxies: nuclei' 'infrared: ISM'
 'quasars: general']"
github.com/rnikutta/rhocube,rhocube,1,13,1,['arXiv:1611.05259'],4,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Solar and Stellar Astrophysics' 'circumstellar matter'
 'methods: statistical' 'radio continuum: stars'
 'stars: individual: (SK -67 266)' 'stars: mass-loss' 'stars: massive']"
github.com/rnikutta/s61-supplements,s61-supplements,1,13,1,['arXiv:1611.05259'],4,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Solar and Stellar Astrophysics' 'circumstellar matter'
 'methods: statistical' 'radio continuum: stars'
 'stars: individual: (SK -67 266)' 'stars: mass-loss' 'stars: massive']"
github.com/rodluger/everest,everest,2,8,1,"['arXiv:1607.00524', 'arXiv:1702.05488']",121,2,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics' 'catalogs'
 'planets and satellites: detection' 'techniques: photometric']"
